Spread
-21
14
2
-22
-1
12
13
17
-4
-10
-4
-7
-5
16
-4
-14
3
5
-8
-35
-4
10
-48
-21
-14
4
-11
23
-2
-9
-14
6
-1
-8
15
-18
6
2
-2
-10
-29
-19
-10
20
-32
-11
-2
-2
-17
3
-15
8
-8
13
7
30
-8
10
26
-18
17
6
-13
11
-12
15
-9
-7
16
14
13
10
-12
1
-4
19
-18
-38
-9
16
22
9
-3
8
12
-12
2
-33
-9
-4
3
-22
-3
-18
-1
18
5
9
1
1
-10
10
-42
-15
-1
-25
-21
-7
11
15
19
16
-49
-39
-28
4
-24
-1
-15
-21
-7
-14
-25
-7
-11
-20
-12
-15
-2
-10
-3
-2
-12
17
3
10
-32
-38
-11
7
-3
-11
17
-23
21
20
-11
5
5
-13
6
14
8
-2
6
-1
-23
